"speech_text","label","Nummer","speaker_name","speaker_party","Delegitimeren","Opmerking","Gericht op?","date","vergadernummer","id","title","jaar","populisme","kabinet_parlement"
"Op de inhoud, dus dan moeten we het ook bij de feiten houden. De Vpb wordt keurig meegenomen in de berekeningen. Er zijn economen, en ook het CPB, die zeggen dat het wel degelijk effecten heeft op het vestigingsklimaat. Maar ik lees in de stukken van het CPB dat er geen empirisch bewijs is voor wat de dividendbelasting doet, dus dan hoor ik hier gewoon een feitenvrij betoog van deze premier. En ja, het gaat hier over meer dan vooraf precies weten wat de uitkomst is. Het gaat hier over 1,4 miljard euro, waarvan we geen idee van het effect hebben. Meneer Rutte, over 1,4 miljard euro worden hier parlementaire enquêtes gehouden. We hebben hier een debat over 100 miljoen voor de wijkverpleging. We hebben het over 700 miljoen extra voor de docenten. En wat krijgen we daarop te horen? Nee, dat kan niet; dat geld is er niet. Mijnheer Rutte, als uw bewering klopt dat we niet weten hoe het zal uitwerken, waarom kiest u dan wel voor die grote multinationals en vooral die buitenlandse investeerders en kiest u niet voor wijkverpleegkundigen en onderwijzers? Ik snap er geen bal van en u moet wel bij de feiten blijven.","2",181,"De heer Klaver","GroenLinks","2",NA,NA,2017-11-02,"nr. 17, item 2",248519,"2 Regeringsverklaring (inclusief Algemene Politieke Beschouwingen)","2017-2018","Niet-populistisch","parlement"
"Waar het in ieder geval voor zorgt, is dat Nederland voor nog meer islamieten een onaantrekkelijk land zal worden om zich te vestigen. Waar het in ieder geval voor zal zorgen, is dat we in dit parlement geen schijndiscussie zullen hebben over de truc van de Partij van de Arbeid: we gaan wel de salafistische islam aanpakken maar de rest niet. Er is maar één islam! Vanuit de moskee en vanuit dat boek, de koran, worden mensen opgeroepen. Als u wilt, kan ik u een kwartier lang allemaal soera's opnoemen waarvan u ook zult zeggen dat die niet in Nederland thuishoren. Dat boek wordt gebruikt en dat zouden wij in het geval van Mein Kampf niet accepteren. U zou de eerste zijn om hier te gaan staan — dat hoop ik althans — als er ergens een tempel van het nazisme zou staan waar iemand voorleest uit Mein Kampf. U zou dan ook zeggen: dat kan niet. Ik zeg u: uit wetenschappelijk onderzoek blijkt dat de koran antisemitischer en gewelddadiger is dan Mein Kampf. Dat willen we niet. Dat moeten we niet willen. Dat is niet extreem. De islam is extreem.","1",182,"De heer Wilders","PVV","1","Demonisering van de tegenpartij:  dat we in dit parlement geen schijndiscussie zullen hebben over de truc van de Partij van de Arbeid: we gaan wel de salafistische islam aanpakken maar de rest niet.","Partij",2016-09-21,"nr. 2, item 6",181915,"6 Algemene Politieke Beschouwingen","2016-2017","Populistisch","parlement"
"Eén ding. Drie, vier maanden geleden, toen we dit aankaartten in het parlement, werd gezegd: we wachten op het landenrapport. Dat landenrapport is inmiddels tweeënhalf maand geleden verschenen. Dus er ís al een deskundig oordeel, om het zo te zeggen. Er ís al een objectieve rapportage. Het enige wat er nu nog moet gebeuren, is het gewoon uitvoeren.","2",183,"De heer Baudet","FvD","2",NA,NA,2019-09-19,"nr. 3, item 6",453859,"6 Algemene Politieke Beschouwingen","2019-2020","Populistisch","parlement"
"Voorzitter. Ruim een halfjaar geleden ging Nederland naar de stembus. En wij, zoals we hier zitten, alle 150, hebben toen het vertrouwen van mensen gekregen om ons werk als volksvertegenwoordiger te mogen doen. Op ons rust dus ook de verantwoordelijkheid om mensen te vertegenwoordigen en hen een stem te geven in dit parlement.
Voorzitter. De kern van dit debat de afgelopen twee dagen was voor mij dan ook of wij in dit hoogste orgaan van de democratie een gesprek kunnen hebben over de grote opdrachten waar Nederland zich voor gesteld ziet. In een tijd van afnemend vertrouwen in de politiek, een demissionair kabinet en een formatie die maar niet op gang komt, is het aan ons, de volksvertegenwoordiging, om het heft in handen te nemen en om antwoorden te formuleren op belangrijke thema's zoals de wooncrisis, de groeiende ongelijkheid en de klimaatcrisis.
Voorzitter. Het ging inderdaad verrassend weinig over de woningmarkt, maar heel vaak over volkshuisvesting, zoals collega Heerma al zei. En we hadden het helemaal niet meer over dat we toch allemaal maar moesten kunnen blijven barbecueën. We hadden een serieus gesprek over wat klimaatverandering betekent in het leven van mensen. Een serieus gesprek over de grote verandering die dat met zich mee gaat brengen. Een serieus gesprek over hoe belangrijk het is om ervoor te zorgen dat alle Nederlanders dat mee kunnen maken en dat alle Nederlanders moeten blijven voelen dat het ook in hun belang is.
Voorzitter. We hebben gezien dat iedereen met een open houding naar de positie van anderen keek, als het over de marktwerking in de zorg ging. Dat is allemaal vooruitgang. Ik heb toch een kleine ""maar"". Politiek is geen zakelijke transactie. Ondanks die mooie gesprekken, moet ik constateren dat dat toch de benadering is waar de coalitie voor heeft gekozen. Uiteindelijk stonden niet die problemen, maar de problemen tussen de coalitiepartijen onderling centraal.
De Partij van de Arbeid heeft samen met andere partijen geprobeerd het kabinet ervan te doordringen dat er fundamentele vraagstukken zijn waar antwoorden op moeten komen. Ik bedoel geen knip-en-plakwerk, geen lapmiddelen, maar serieuze oplossingen. Als je geen dak boven je hoofd hebt, of als je de huur niet kan betalen, dan heb je niks aan een klein stapje vooruit. Dan moet er echt iets veranderen. Dan moet de koers verlegd worden.
Voorzitter. Het komt er nu dan ook op aan of wij als Tweede Kamer dat kunnen gaan doen, de koers verleggen. We kunnen straks bij de stemmingen het demissionaire kabinet een belangrijk signaal geven. Zoals ik al zei: hier met elkaar echte oplossingen voor echte problemen afspreken.
Voorzitter. Vandaar dat de Partij van de Arbeid samen met de fractie van GroenLinks een aantal concrete voorstellen zal doen. Daarom heb ik de volgende twee moties.
De Kamer,
gehoord de beraadslaging,
van mening dat iedereen moet delen in de welvaart;
overwegende dat bijna een miljoen mensen in armoede leven;
overwegende dat de economie groeit en de winsten stijgen;
overwegende dat het demissionaire kabinet een miljard per jaar reserveert voor het bedrijfsleven, dat oorspronkelijk bedoeld was voor het afschaffen van de dividendbelasting, terwijl huishoudens volgend jaar op de nullijn staan;
verzoekt het demissionaire kabinet dit gereserveerde miljard voor het bedrijfsleven te schrappen, de winstbelasting voor grote bedrijven te verhogen en de opbrengsten hiervan in te zetten voor koopkrachtverbetering bij huishoudens,
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door de leden Ploumen en Klaver.
Zij krijgt nr.","2",184,"Mevrouw Ploumen","PvdA","2",NA,NA,2021-09-23,"nr. 3, item 5",613003,"5 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Ik was er al een beetje bang voor: nu wordt het in het staartje toch nog een beetje lelijk. De CDA-fractie wijst nu namelijk op de druk op rechts. Die heeft ze zelf veroorzaakt door serieus klimaatbeleid altijd belachelijk te maken. Het kabinet moet zich gewoon aan de rechtsstaat houden, of rechts dat nu leuk vindt of niet. Demissionair of missionair. Dit kabinet, met het CDA erin, lapt uitspraken van de rechter aan de laars. Dus me dunkt dat er wat moet gebeuren. Maar verwacht niet dat wij dan gaan applaudisseren en zeggen: nou, wat goed zeg van het CDA en van het kabinet dat er eindelijk eens wat gebeurt voor het klimaat. Dat had al lang gemoeten! Als dat het niveau is, heeft het CDA met de Partij voor de Dieren een blijvend appeltje te schillen.","1",185,"Mevrouw Ouwehand","PvdD","1","Demonisering van de tegenpartij: Dit kabinet, met het CDA erin, lapt uitspraken van de rechter aan de laars","Kabinet/Politici",2021-09-22,"nr. 2, item 5",625581,"5 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Daar zit precies de crux, in dat laatste stuk van het betoog van mevrouw Ouwehand. Er ligt een heel aantal voorstellen die partijen de afgelopen dagen in de krant of voor een camera gedaan hebben. Er liggen ook voorstellen over ""hoe dat te betalen?"" en bij een heel aantal van deze dekkingsvoorstellen zit een bezwaar voor de VVD. Het zijn namelijk een-op-een lastenverzwaringen voor ondernemers. Het is heel makkelijk gezegd en het klinkt heel sympathiek — het zouden allemaal grote bedrijven zijn die vervuilen, die lawaai maken en die oneindig veel winst maken die ze allemaal in hun eigen zak steken — maar als je de lasten voor ondernemers gaat verhogen, raken we ook de hele normale midden- en kleine bedrijven in Nederland die keihard werken, dag in, dag uit, en waar heel veel mensen in Nederland een baan hebben en hun inkomen vandaan halen. Dus pas alstublieft op met hier even heel makkelijk zeggen dat het wel bij die grote bedrijven met die grote winsten vandaan gehaald kan worden. Want als je daar maatregelen op gaat nemen, dan kom je bij die heel normale, hardwerkende ondernemer terecht.","2",186,"Mevrouw Hermans","VVD","2",NA,NA,2023-09-20,"nr. 2, item 2",767014,"2 Algemene Politieke Beschouwingen","2023-2024","Niet-populistisch","parlement"
"Dat heb ik inderdaad gezegd in het debat. Ik vind ook — dat heb ik toen volgens mij ook gezegd — dat we dingen echt anders moeten doen dan we tot nu toe deden. We hebben het vaak gehad over coalitieoverleggen en de vraag tot op welk detailniveau er contact en afstemming is tussen kabinet en Kamer. We hebben het gehad over een regeerakkoord, dat er hopelijk snel gaat komen. Hoe gedetailleerd maak je dat en wat voor ruimte geeft dat dus ook voor het debat tussen Kamer en kabinet? Daar zullen we in een volgende periode ook echt stappen in moeten zetten. Daarnaast kun je het onderwerp bestuurscultuur heel breed trekken. In de reactie op het rapport over de kinderopvangtoeslag heeft het kabinet volgens mij ook een heel aantal acties opgeschreven die moeten bijdragen aan die betere cultuur en een betere informatiepositie van het parlement. Dat zijn natuurlijk aspecten van die cultuur. Je ziet dat het op het ene vlak harder gaat dan op het andere. Volgens mij heeft u daar ook schriftelijke vragen over gesteld. Ik ben het met u eens dat al die afspraken die gemaakt zijn en dat al die stappen die het kabinet beloofd heeft te zetten, met spoed en voorrang nagekomen en gezet moeten worden.","2",187,"Mevrouw Hermans","VVD","2",NA,NA,2021-09-22,"nr. 2, item 2",619466,"2 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Dat is precies het punt. Een groep mensen in de samenleving voelt zich er wel door aangesproken als de minister-president zinsneden als ""pleur op"" gebruikt. De minister-president heeft tijdens de troonrede ook gehoord dat onze koning namens het kabinet heeft gezegd dat er een ""onze manier van leven"" is. Ik zou hem op de man af willen vragen: de uitspraken die Geert Wilders hier gisteren deed, passen die ook bij onze manier van leven, namelijk dat we de Koran moeten verbieden, dat we moskeeën moeten sluiten, dat we een godsdienst moeten verbieden, dat een Nederlands parlementariër hier niet thuishoort en dat hij weg moet gaan? Passen die uitspraken ook bij onze verworvenheden? Mag ik de minister-president uitnodigen om daar dezelfde krachtige taal en dezelfde krachttermen voor te gebruiken?","1",188,"De heer Kuzu","Groep Kuzu/Öztürk","2",NA,NA,2016-09-22,"nr. 3, item 7",200058,"7 Algemene Politieke Beschouwingen","2016-2017","Niet-populistisch","parlement"
"Voorzitter. Er zijn twee dingen, maar ik ga nu eerst even op de vragen in die de premier net in ijltempo beantwoordde. Dat waren drie vragen en die roepen vragen op. De eerste gaat over de energie- en voedselzekerheid. De premier zegt: onze energiezekerheid is dat we in 2050 van fossiel af willen. Dat is hier ook het klimaatdoel. Maar tot 2050 hebben we fossiele energie nodig. We zijn gewoon vergeten om dat zeker te stellen. Die zekerheidsstrategie zou ik uitgewerkt willen zien, want we zijn van een koude kermis thuisgekomen in die zin dat we dat niet voldoende gezekerd hadden. Daarom zitten nu al die mensen in spanning.
Voorzitter. Dan mijn tweede punt. De premier zei: we hebben dit op 16 september in de vergadering van de ministerraad besloten. Nou, dat is interessant. Ik heb de geannoteerde besluitenlijst erbij genomen; die is zestien pagina's lang. Er staat helemaal niets over in. We zouden de geannoteerde besluitenlijsten krijgen. Het onderwerp staat niet echt gemeld, de vierhoek staat niet gemeld en het besluit over het prijsplafond staat ook niet gemeld. Dus als er een besluit genomen wordt dat potentieel 10 miljard kost dat niet in de openbare besluitenlijst terechtkomt, hebben we dan — zeg ik dan — nog wat aan de openbare besluitenlijst?
Voorzitter. Het derde punt waren de contracten. In de rijksbegroting lijkt het dat wij 4 miljard tot 5 miljard aan extra inkomsten van gas hebben. Maar tegen de huidige prijzen leveren die 19 miljard rond de 30 miljard euro op. Dat hangt even af van hoe de prijs zich de komende maanden ontwikkelt: 30 miljard kan ook nog 35 miljard worden. Bij de CPB-doorrekening is het al 8 miljard. Daar is het al 3 miljard meer. Ik vind dat er nog een enorm gat zit tussen die 8 miljard en die 35 miljard die het oplevert. Een aantal miljarden zullen ook naar Shell en Exxon gaan. Dat snap ik wel. Maar hoezo kunnen wij als parlementariërs hier geen inzage in hebben? Het gas wordt uit de Noordzee, uit de Waddenzee en uit de bodem van Groningen gehaald. We weten dat we Nederlandse huishoudens daarmee tegen een redelijke prijs zouden kunnen verwarmen, maar we hebben het al verkocht. Hoe is het dan bestaanbaar dat ik niet zou mogen weten tegen welke prijs dat verkocht is? Ik wil die informatie hebben. Dat valt onder mijn grondwettelijke recht van artikel 68.","2",189,"De heer Omtzigt","Lid Omtzigt","2",NA,NA,2022-09-22,"nr. 3, item 4",720947,"4 Algemene Politieke Beschouwingen","2022-2023","Niet-populistisch","parlement"
"Je ziet nu dat onder andere klimaat, asiel en de corona-aanpak aangegrepen worden als onderwerpen — natuurlijk is op die punten samenwerking nodig — om stappen te zetten om niet meer het parlement zeggenschap te geven, maar om te kijken of we dat supranationaal kunnen aanpakken. Het zijn volgens mij drie hele concrete onderwerpen waarbij je steeds verdergaande bewegingen ziet die de nationale zeggenschap, de eigen keuzes, in het gedrang brengen.","1",190,"De heer Van der Staaij","SGP","2",NA,NA,2020-09-17,"nr. 3, item 5",511005,"5 Algemene Politieke Beschouwingen","2020-2021","Niet-populistisch","parlement"
"Voorzitter. Dat leden van deze Kamer soms de grenzen opzoeken van wat je betamelijk vindt in een debat, hoort ook bij het parlementaire debat. Maar op het moment dat een van de collega's van het kabinet wordt verweten wat haar zojuist is verweten, dan zijn we een grens overgegaan. Dat vind ik onacceptabel. Ik begrijp ook de procedures, hoor: als het kabinet nu wegblijft, kan het debat niet doorgaan. Daarom heb ik in overleg met het kabinet gezegd dat ik hier weer ga zitten. Maar heel bepalend zal zijn wat er nu verder gebeurt, ook in het debat.","2",191,"Minister Rutte",NA,"1","Dreigen om niet verder te praten","Parlement",2022-09-21,"nr. 2, item 5",692312,"5 Algemene Politieke Beschouwingen","2022-2023",NA,"kabinet"
"""Een beetje"" zou 1% of misschien 2% kunnen zijn. We zouden kunnen denken aan het bevriezen van de rijksdienst, bijvoorbeeld door het aantal ambtenaren niet meer uit te breiden. Je zou ook kunnen denken aan minder gebruik van consultancy- en adviesbureaus, waar jaarlijks bijna 3 miljard in gestoken wordt. Er zijn genoeg uitgaven die we bij onze eigen overheid kunnen schrappen om dit mogelijk te maken.","2",192,"Mevrouw Van der Plas","BBB","2",NA,NA,2023-09-21,"nr. 3, item 7",775350,"7 Algemene Politieke Beschouwingen","2023-2024","Populistisch","parlement"
"We hebben in het afgelopen bijna een uur weer een klassiek staaltje van islambashing en moslimbashing gezien van de heer Wilders. Hij heeft het constant over vrijheid, en ik begon daar vanochtend ook al over - over de rechters die hij wil ontslaan, over politieke partijen die hij wil verbieden en over zijn spreken over vrijheid. Ik heb 50 minuten naar de onzin van de heer Wilders zitten luisteren en ik vraag mij steeds meer af: gebruikt hij vrijheid niet als dekmantel om haat te zaaien in Nederland?","1",193,"De heer Kuzu","DENK","1","Ik heb 50 minuten naar de onzin van de heer Wilders zitten luisteren","politici",2018-09-19,"nr. 2, item 2",380588,"2 Algemene Politieke Beschouwingen","2018-2019","Niet-populistisch","parlement"
"Voorzitter. Afgelopen vrijdag was mijn collega Sjoerd Sjoerdsma in een rechtszaal waar een zaak diende over een doodsbedreiging tegen hem, een van meerdere. Die doodsbedreigingen werden gedaan daags nadat in de Tweede Kamer tegen hem werd gezegd: ""Uw tijd komt nog wel."" Woorden hier doen ertoe. Ik steun de voorzitter erin dat zij haar recht gebruikt om ervoor te zorgen dat de waardigheid van het parlement intact blijft.","2",194,"De heer Paternotte","D66","2",NA,NA,2022-09-21,"nr. 2, item 5",692328,"5 Algemene Politieke Beschouwingen","2022-2023","Niet-populistisch","parlement"
"Ik vind wat de heer Jetten doet namelijk wel bijzonder. Ja, ik vind dat de minister een heel goed verhaal heeft — dat had ze van de week in Jinek ook — over hoe je die transitie met elkaar kunt maken en hoe je mét onze fantastische agrarische sector iets kunt doen. De heer Jetten moet alleen niet doen alsof dat is wat D66 vorige week maandag deed met de grote krantenkop ""De helft van de veestapel moet weg."" Dat is tégen onze agrarische sector, en dat vind ik jammer. Hij moet mijn antwoord dus niet interpreteren als steun daarvoor, want dat is het niet.","2",195,"De heer Pieter Heerma","CDA","2",NA,NA,2019-09-18,"nr. 2, item 5",475138,"5 Algemene Politieke Beschouwingen","2019-2020","Niet-populistisch","parlement"
"Dat doe ik wel; dat doe ik wel. U heeft daar recht op en tot uw laatste snik mag u zeggen wat u wilt zeggen totdat u de grens van de wet overtreedt. Dan ben ik niet degene die moet oordelen; dat is de rechter. Maar nog één keer: die rechtsstaat die u zo verschrikkelijk vindt, is toch dezelfde rechtsstaat waarmee u overlegt over bescherming? Dat is toch dezelfde rechtsstaat die u veiligheid biedt en die alles doet om u aan het woord te laten en u te laten zeggen wat u wilt zeggen?","2",196,"De heer Segers","ChristenUnie","2",NA,NA,2020-09-16,"nr. 2, item 2",494683,"2 Algemene Politieke Beschouwingen","2020-2021","Niet-populistisch","parlement"
"Zeg nooit ""nooit"". Dit betreft de uitvoering. Ik heb zojuist de minister van Binnenlandse Zaken weer wat meer ruimte in zijn portefeuille gegeven, want op de Antillen schiet het niet op en de bestuurlijke zaken heeft hij eruit geknald, dus nu kan hij de coördinerende rol oppakken. Dat moet het kabinet niet zelf doen, maar de gemeenten, de wethouders, van wie er gelukkig velen van de goede kleur zijn. Zij gaan het uitvoeren.
Nu zegt de heer Zijlstra: je hebt misschien toch nog wel kritiek en wat meer ambitie. Laat ik eens iets verklappen. Ik zie natuurlijk vele D66'ers als voorbeeld, maar ik heb ook altijd bewondering gehad voor Frits Bolkestein die hier stond tijdens Paars. Hij was een coalitiegenoot, niet eens een constructieve gedoger, maar hij gebruikte deze debatten elke keer om de boel op scherp te zetten en aan te jagen, om ambities te formuleren en de zaak op te jutten vanuit de dualistische rol die de Kamer speelt. Als ik vandaag de heren Samsom en Zijlstra zie, denk ik dat zij toch een beetje de voorstoppers van de club zijn. Het parlement speelt de dualistische rol op grondwettelijke basis, dus neem een voorbeeld aan Bolkestein! Ik heb het vandaag een beetje geprobeerd.","2",197,"De heer Pechtold","D66","2",NA,NA,2014-09-17,"nr. 2, item 8",56762,"8 Algemene politieke beschouwingen","2014-2015","Niet-populistisch","parlement"
"Ik hoop dat iedereen lekker in het lunchdipje zit, mochten ze naar mij luisteren. De heer Wilders begint al te snurken. Dat is meestal een goed teken.
Voorzitter. Dit voorjaar ben ik voor de derde keer vader geworden. In ons gezin hebben we nu drie snotneuzen. Dat is doodvermoeiend, maar ook heel leuk. Het was dit voorjaar, en zeker deze zomer, dat ik zo veel mogelijk tijd met mijn kinderen en met mijn gezin heb doorgebracht. Noem het een soort van verlengd vaderschapsverlof. Zo veel weken ben ik in een zomer eigenlijk nog nooit vrij geweest. Dat deed ik omdat ik dacht: ik moet bij mijn kinderen zijn; ik heb dit vak nu tien jaar, ik moet ook weer eens even wat meer tijd thuis zijn. Gewoon met ze spelen, zonder dat papa weer op zijn horloge moet kijken, voor het geweld door een woordvoerder die achter in de zaal zit, dat je weer aan het werk moet. Gewoon zonder stopwatch met elkaar zijn, van elkaar genieten.
Ik deed dat voor mijn kinderen, maar eigenlijk heeft deze zomer mij veel meer gebracht. Als je met je kinderen bent en ze voorleest, dan moet alles in dezelfde volgorde. Ik denk dat alle ouders dat herkennen. Je bent weleens moe, en dan denk je ""ik sla een paar bladzijdes over"". Dat wordt niet geaccepteerd. Het moet precies zoals je het iedere dag doet, met de juiste intonaties. En er is ook een behoorlijke strijd over tussen papa en mama en de vraag is dan welke de allerbeste is. Kinderen willen graag altijd hetzelfde filmpje kijken met jou. Ik heb nu Grizzy en de lemmings tot in den treure kunnen kijken op Netflix. Het is een echte aanrader. Maar iets anders komt er eigenlijk niet in. Als je met je kinderen stoeit — iets wat we graag doen — ze kietelt en aan hen vraagt ""wie is de liefste van de wereld?"", dan is daarop natuurlijk maar één antwoord mogelijk: papa. ""En wie is de stomste van de wereld?"" Mama. Soms voel ik me daar schuldig over en dan denk ik: dat moeten we omdraaien. Maar dat gaat er niet in. Want wij doen dingen op een bepaalde manier: jij bent de liefste, mama is de stomste. Repetitie. Dingen hetzelfde blijven doen. Je weet als ouder dat dit kinderen houvast geeft in een chaotische wereld. Maar je weet ook dat je ze eruit moet trekken. Je weet ook dat je ze nieuwe dingen moet aanbieden. En dat doe je.
Maar zijn wij niet allemaal ook ergens kleine kinderen? We vinden het onwijs fijn om te blijven hangen in dat wat we weten, in de patronen die we kennen. Ik memoreerde eraan: dit zijn mijn tiende politieke beschouwingen. Het is voor de vijfde keer dat ik hier als fractievoorzitter sta. Ik schrok er zelf van toen ik dat besefte.
Het was deze zomer dat ik met mijn oudste zoon een stukje fietste. De beste uitvinding ooit vind ik de zadeltjes die voor op je fiets passen, zodat een kind, als het niet meer in een zitje past, ook dan voorop kan zitten. Dan kun je nog even in zijn haren ruiken en gesprekken voeren. Mijn oudste zei tegen me: ""Papa, jij bent toch Jesse Klaver?"" ""Ja, ik ben Jesse Klaver, maar allereerst ben ik jouw papa."" ""Ja, ja, je bent wel papa, maar je bent ook Jesse Klaver."" ""Ja, dat klopt, ik ben ook Jesse Klaver."" Dat stemt mij enerzijds vrolijk. Mijn oudste zoon komt op een leeftijd dat hij steeds vaker wordt aangesproken op zijn bekende vader. Dat is niet altijd leuk. Ik hoop dat hij een onderscheid kan maken tussen de fractievoorzitter van GroenLinks en de kritiek die hij daarop misschien hoort, en wie zijn vader is.
Maar het liet me ook iets anders zien. Het liet mij ook weer zien dat je als fractievoorzitter een merk kan zijn, een imago. Iets wat beheerst moet worden, en beheerd. Voordat je het weet, ga je je gedragen zoals andere mensen denken dat jij bent. Deze zomer nam ik voor mijzelf een besluit: ik stap uit die mal. Anders kom ik, en komen wij politici niet verder. We moeten dat als mensen regelmatig doen, zoals we dat ook met onze kinderen proberen.
Voorzitter. Het zette mij aan het denken over al die jaren in de politiek, hoe wij met elkaar hier in het parlement werken en welke rol en bijdrage ik daaraan lever. Dat stemt me somber. Ik moet constateren — ik zal de eerste zijn om te zeggen dat ik er zelf aan meewerk — dat we behoorlijk bezig zijn met scorebordpolitiek, de eerste willen zijn, het debat willen winnen. De vraag die centraal staat, ook in aanloop naar deze politieke beschouwingen, is toch: wie gaat het goed doen? Ik heb begrepen dat jullie allemaal cijfers hebben gehad van de krant, dat jullie een zesjeskabinet zijn met nog een kans op verbetering. Maar te vaak zie je dat we bezig zijn met de vraag wie het debat wint: wie komt er als winnaar uit, in plaats van dat we kijken naar welke problemen er zijn opgelost. We vangen elkaar vliegen af.
Een hoogtepunt deze week in dat kader vond ik de discussie over het fonds. Ik heb nog geen idee hoe dat fonds eruit zou moeten zien, maar ik heb begrepen dat de coalitie wil dat minister Wiebes op zijn kop krijgt omdat hij te veel naar zich toetrekt. Ik snap die reactie, ik heb dat zelf ook zo vaak gehad dat je iets wilt claimen of naar je toe wilt trekken, of dat je het de ander niet gunt om met de eer te strijken. Maar het debat dat we nodig hebben, gaat niet over de vraag wie er eerder mee was, maar over hoe zo'n fonds eruit ziet. Hoe zorgen we ervoor dat we onze toekomst vormgeven? Te vaak laten we ons daarin trekken. Ik zelf doe dat dus ook.
Kijk naar de dividendbelasting vorig jaar.","2",198,"De heer Klaver","GroenLinks","2",NA,NA,2019-09-18,"nr. 2, item 5",474883,"5 Algemene Politieke Beschouwingen","2019-2020","Niet-populistisch","parlement"
"Toen de minister-president van zijn papieren opkeek en dit laatste vertelde, begon mijn hart weer wat sneller te kloppen. Dat is volgens mij inderdaad de kern: de menselijke maat, die ene mens die de andere mens in de ogen kijkt. Ik hoorde wat hij zei toen hij zijn antwoorden voorlas. Ik heb de 90 actiepunten doorgekeken. Ik moet er wat doorheen kijken om te zien dat er inderdaad mensen van vlees en bloed achter zitten, die oprecht proberen het goede te doen.
Maar ik hoor ook de echo van de vrouw die deze week in die documentaire haar verhaal vertelde en zei: ik wil en wilde vergeven, maar het lukt me niet, want ik ben kwaad en vergeef het ze niet. Dat kan alleen maar worden opgelost door iemand van vlees en bloed die daar tegenover staat en heel goed luistert en diegene in de ogen kijkt.
Een van de voorstellen die de minister-president heeft gedaan toen hij zijn interview bij Nieuwsuur deed, was een team bij de overheid dat heel mobiel, maar benaderbaar is en in gang kan worden gezet. Daar ben ik naar op zoek. Daarover ging mijn vraag naar een naam, e-mailadres of telefoonnummer van een ambtenaar die een brief stuurt. Ik bedoel een overheid met een gezicht. Dat was de hartenkreet van de Ombudsman, die zei: dat team hebben we al, dat ben ik, maar luister een keer naar mij. Hoe kunnen we die stap zetten? Hoe kunnen we daar komen? Ik geloof al die actiepunten en doe daar niet cynisch over, want er is nu heel veel in gang gezet. Maar het zal toch uiteindelijk aankomen op die menselijke maat. Hoe kunnen we dat bewerkstelligen?","2",199,"De heer Segers","ChristenUnie","2",NA,NA,2021-09-23,"nr. 3, item 5",612786,"5 Algemene Politieke Beschouwingen","2021-2022","Niet-populistisch","parlement"
"Ik doe een voorstel en de heer Buma hoeft het daar niet mee eens te zijn. Overigens doe ik geen voorstel maar vraag ik het kabinet om te reflecteren. Het is een Deens voorstel en ik heb in het interview gezegd: ik ga nu niet van tevoren allerlei dingen uitsluiten, dus als dit effectief is, dan wil ik het omarmen. Maar de heer Buma creëert nu wel een fictie. Hij creëert de fictie alsof nu al elke daad even zwaar bestraft wordt en dat is natuurlijk niet zo. Rechters leggen verschillende straffen op in samenhang met de achtergrond van de dader, de achtergrond van het slachtoffer en de maatschappelijke impact van de daad. Hier nu net doen alsof iedereen die dezelfde daad verricht in Nederland altijd precies dezelfde strafmaat krijgt, is ook niet waar. We moeten niet net doen alsof ons strafrechtsysteem zo rigide is dat hier geen plaats voor is. Het is een politieke keuze of je het wil of niet.","2",200,"De heer Dijkhoff","VVD","2",NA,NA,2018-09-19,"nr. 2, item 2",380851,"2 Algemene Politieke Beschouwingen","2018-2019","Niet-populistisch","parlement"
"Voorzitter, u weet dat ik gisteren mijn betoog in tien tweets heb samengevat. Er was één tweet die qua steun op Twitter eruit sprong, en wel de tweet ""de SGP pleit voor het neerzetten van de Nederlandse vlag in het parlement"". Dat zou net zo vanzelfsprekend moeten zijn als het aanleren van het volkslied en daarom hierover tot slot een motie, samen met collega Wilders, die ooit al eerder een dergelijke motie heeft voorgesteld.
De Kamer,
gehoord de beraadslaging,
overwegende dat in de vergaderzaal van het parlement de nationale vlag een mooie en duidelijke functie heeft als symbool van de natie;
constaterende dat het in verreweg de meeste landen al lang een heel goed gebruik is om de vlag op te hangen;
van mening dat ook in Nederland de nationale driekleur een plaats verdient in de vergaderzaal van de Tweede Kamer;
verzoekt het Presidium stappen te ondernemen die ertoe leiden dat ook in de plenaire vergaderzaal van het Nederlandse parlement de nationale vlag zichtbaar wordt gemaakt,
en gaat over tot de orde van de dag.
Deze motie is voorgesteld door de leden Van der Staaij en Wilders. Naar mij blijkt, wordt de indiening ervan voldoende ondersteund.
Zij krijgt nr.","2",201,"De heer Van der Staaij","SGP","2",NA,NA,2017-11-02,"nr. 17, item 5",236897,"5 Regeringsverklaring (inclusief Algemene Politieke Beschouwingen)","2017-2018","Niet-populistisch","parlement"
